5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:55:c0e:1503884;f:b865a7:00000077070000000000:33:c0e:1503884;11:2844f1:491528:1b:00:44:0b:00:27:02:45:c0e:1503884;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:49:c0e:1503884;
5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:48:b35:6125996;f:b865a7:00000077070000000000:33:b35:6126369;11:2844f1:491528:1b:00:44:0b:00:27:02:52:b35:6127060;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:53:b35:6128128;
5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:52:bd4:6638021;f:b865a7:00000077070000000000:41:bd4:6638393;11:2844f1:491528:1b:00:44:0b:00:27:02:53:bd4:6639084;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:56:bd4:6640152;
5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:57:bd4:6641222;
5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:58:c0e:1503884;
5|04/03/2020 02:03:44|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:50:b35:6129198;
5|04/03/2020 02:03:44|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:59:c0e:1503884;
5|04/03/2020 02:03:44|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:59:bd4:6642283;
5|04/03/2020 02:03:44|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:53:b35:6130258;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:55:c0e:1503884;f:b865a7:00000077070000000000:33:c0e:1503884;11:2844f1:491528:1b:00:44:0b:00:27:02:45:c0e:1503884;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:49:c0e:1503884;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:48:b35:6125996;f:b865a7:00000077070000000000:33:b35:6126369;11:2844f1:491528:1b:00:44:0b:00:27:02:52:b35:6127060;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:53:b35:6128128;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:970a33:2a:00:57:0b:00:27:02:52:bd4:6638021;f:b865a7:00000077070000000000:41:bd4:6638393;11:2844f1:491528:1b:00:44:0b:00:27:02:53:bd4:6639084;11:2844f1:17ef15:1e:00:3d:0b:00:27:02:56:bd4:6640152;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:57:bd4:6641222;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:58:c0e:1503884;
5|04/03/2020 02:03:37|2020-03-04 02:03:35|[usyd]11:2844f1:b865a7:0d:00:50:0b:00:27:02:50:b35:6129198;
5|04/03/2020 02:03:37|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:59:c0e:1503884;
5|04/03/2020 02:03:37|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:59:bd4:6642283;
5|04/03/2020 02:03:37|2020-03-04 02:03:36|[usyd]11:2844f1:3c4e83:28:00:4d:0b:00:27:02:53:b35:6130258;
5|04/03/2020 02:03:02|2020-03-04 02:02:58|[usyd]11:2844f1:970a33:29:00:51:cb:0d:26:04:54:b35:6091885;
5|04/03/2020 02:03:02|2020-03-04 02:02:58|[usyd]11:2844f1:970a33:29:00:51:cb:0d:26:04:63:bd4:6603909;
5|04/03/2020 02:03:02|2020-03-04 02:02:59|[usyd]11:2844f1:491528:1a:00:4b:cb:0d:26:04:53:b35:6092954;
5|04/03/2020 02:03:02|2020-03-04 02:02:59|[usyd]11:2844f1:491528:1a:00:4b:cb:0d:26:04:61:bd4:6604979;
5|04/03/2020 02:03:02|2020-03-04 02:03:00|[usyd]11:2844f1:17ef15:1d:00:42:cb:0d:26:04:50:b35:6094022;
5|04/03/2020 02:03:02|2020-03-04 02:03:00|[usyd]11:2844f1:17ef15:1d:00:42:cb:0d:26:04:58:bd4:6606047;
5|04/03/2020 02:03:02|2020-03-04 02:03:01|[usyd]11:2844f1:982222:27:00:50:bf:cb:26:04:57:b35:6095089;
5|04/03/2020 02:03:02|2020-03-04 02:03:02|[usyd]11:2844f1:491528:1a:00:4b:cb:0d:26:04:62:c0e:1503884;11:2844f1:17ef15:1d:00:42:cb:0d:26:04:65:c0e:1503884;11:2844f1:982222:27:00:50:bf:cb:26:04:50:c0e:1503884;
5|04/03/2020 02:03:02|2020-03-04 02:03:02|[usyd]11:2844f1:b865a7:0c:00:54:bf:cb:26:04:45:c0e:1503884;
5|04/03/2020 02:03:02|2020-03-04 02:03:02|[usyd]11:2844f1:b865a7:0c:00:54:bf:cb:26:04:63:bd4:6608177;
